parameter file: /home/dodo/projects/aDNA_Comparative_Analysis/notebooks/par.smartpca
### THE INPUT PARAMETERS
##PARAMETER NAME: VALUE
genotypename: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.geno
snpname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.snp
indivname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.ind
evecoutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.evec
evaloutname: /home/dodo/projects/aDNA_Comparative_Analysis/output/EIG_output/aadr_v54.1.p1_1240K_public_short_50.pca.eval
numoutevec: 10
## smartpca version: 18140
norm used

lsqproject used
snps deleted (nodata): 0.  deletesnpoutname: for detailsnumber of samples used: 50 number of snps used: 50
number of pops for axes: 37
Using 31 threads, and partial sum lookup algorithm.
 snp           rs59986066 ignored . allelecnt:     0  missing:    48
 snp           rs11260588 ignored . allelecnt:     0  missing:    37
 snp            rs7540009 ignored . allelecnt:     0  missing:    33
 snp           rs11807848 ignored . allelecnt:     0  missing:    44
 snp            rs9442380 ignored . allelecnt:     0  missing:    41
 snp            rs6670693 ignored . allelecnt:     0  missing:    38
 snp            rs9659213 ignored . allelecnt:     0  missing:    44
 snp            rs3813199 ignored . allelecnt:     0  missing:    33
 snp          rs113791678 ignored . allelecnt:     0  missing:    32
 snp            rs3766186 ignored . allelecnt:     0  missing:    44
total number of snps killed in pass: 10  used: 40
REMOVED outlier I24542_d iter 1 evec 4 sigmage 6.349 pop: Belize_4600BP
number of samples after outlier removal: 49
total number of snps killed in pass: 12  used: 38
mpstats:     0.054    0.582    1.664    2.768760

## Tracy-Widom statistics: rows: 49  cols: 40
  #N    eigenvalue  difference    twstat      p-value effect. n
   1      7.264190          NA     0.929    0.0535703    21.053
   2      5.848048   -1.416142     0.474    0.0971147    22.363
   3      4.773682   -1.074366    -0.070     0.181064    23.337
   4      4.580391   -0.193291     1.580    0.0205602    23.869
   5      3.486352   -1.094039     0.604    0.0825144    26.634
   6      2.559019   -0.927334    -1.539     0.586066    28.312
   7      2.186687   -0.372332    -2.278     0.798747    27.787
   8      2.061576   -0.125110    -1.920     0.702669    26.660
   9      1.921382   -0.140194    -1.579     0.598834    25.761
  10      1.742510   -0.178872    -1.445     0.556327    25.113
  11      1.429560   -0.312950    -2.436     0.835079    24.564
  12      1.332811   -0.096749    -2.197     0.778609    23.161
  13      1.206236   -0.126575    -2.191     0.776979    21.881
  14      1.036546   -0.169691    -2.674     0.881964    20.554
  15      0.976855   -0.059690    -2.340     0.813605    18.842
  16      0.918133   -0.058723    -1.915      0.70133    17.295
  17      0.842040   -0.076093    -1.541     0.586723    16.003
  18      0.777438   -0.064601    -0.891      0.38361    14.970
  19      0.644733   -0.132705    -0.824     0.363907    14.601
  20      0.518529   -0.126204    -0.933     0.396105    14.314
  21      0.412837   -0.105693    -1.140     0.459518    13.863
  22      0.326762   -0.086075    -1.448     0.557367    13.095
  23      0.290295   -0.036467    -0.959      0.40394    11.881
  24      0.257462   -0.032833    -0.014      0.17069    11.227
  25      0.157998   -0.099464    -0.785     0.352845    12.936
  26      0.113996   -0.044002    -1.272      0.50104    12.676
  27      0.105523   -0.008473    -0.278     0.223849    11.402
  28      0.066490   -0.039032    -0.816     0.361621    12.779
  29      0.049670   -0.016820    -0.836     0.367545    12.460
  30      0.037171   -0.012499        NA           NA        NA
  31      0.025611   -0.011560        NA           NA        NA
  32      0.019201   -0.006410        NA           NA        NA
  33      0.013465   -0.005736        NA           NA        NA
  34      0.007962   -0.005503        NA           NA        NA
  35      0.004220   -0.003742        NA           NA        NA
  36      0.002965   -0.001256        NA           NA        NA
  37      0.001422   -0.001542        NA           NA        NA
  38      0.000231   -0.001191        NA           NA        NA
    kurtosis           snps    indivs
    Iraq_PPNA_contam      0.172
     Montenegro_MLBA      0.202
 Armenia_MasisBlur_N      0.247
Cuba_CanimarAbajo_Archaic      0.651
                  eigenvector_6_overall_    0.00860337 
 Russia_Samara_EBA_Yamnaya minv:    -0.439 Cuba_CanimarAbajo_Archaic maxv:     0.651
eigenvector_6_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_      0.277662 
eigenvector_6_China_AmurRiver_EarlyN_Iraq_PPNA_      0.930158 
eigenvector_6_China_AmurRiver_EarlyN_Jordan_PPNB_      0.495384 
eigenvector_6_China_AmurRiver_EarlyN_Jordan_PPNB_contam_     0.0564402 
eigenvector_6_China_AmurRiver_EarlyN_Jordan_PPNC_      0.821702 
eigenvector_6_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_      0.338704 
eigenvector_6_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.682817 
eigenvector_6_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.350479 
eigenvector_6_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.749307 
    eigenvector_6_Iraq_PPNA_Jordan_PPNB_      0.549685 
eigenvector_6_Iraq_PPNA_Jordan_PPNB_contam_      0.107358 
    eigenvector_6_Iraq_PPNA_Jordan_PPNC_      0.850804 
eigenvector_6_Jordan_PPNB_Jordan_PPNB_contam_      0.266366 
  eigenvector_6_Jordan_PPNB_Jordan_PPNC_      0.868229 
eigenvector_6_Jordan_PPNB_contam_Jordan_PPNC_      0.543223 
eigenvector 7:means
  China_AmurRiver_BA     -0.355
China_AmurRiver_EarlyN     -0.241
Malawi_Fingira_LSA_6000BP     -0.201
England_BellBeaker_highWHG     -0.181
Jordan_PPNC_1d.rel.I1699     -0.176
  Armenia_Aknashen_N     -0.139
Dominican_ElSoco_Ceramic     -0.124
Albania_EarlyModern_oCaucasus     -0.099
Bahamas_SouthAndros_Ceramic     -0.092
Israel_MLBA_o_brother.I2200     -0.076
England_BellBeaker_highEEF     -0.066
           Iraq_PPNA     -0.029
     Montenegro_MLBA     -0.021
  Jordan_PPNB_contam     -0.019
        Bulgaria_EIA     -0.016
         Jordan_PPNB     -0.004
      Jordan_PPNB_lc     -0.002
     Bulgaria_LIA_lc     -0.000
       Belize_4600BP      0.000
    Albania_BA_IA_lc      0.000
England_MIA_LIA_o1_lc      0.001
Russia_Uelen_OldBeringSea      0.001
England_N_Megalithic      0.004
Greece_Delphi_BA_Mycenaean      0.005
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc      0.007
   Israel_Natufian_d      0.050
     Israel_Natufian      0.054
 Armenia_MasisBlur_N      0.064
            Turkey_N      0.066
    Iran_GanjDareh_N      0.095
Malawi_Fingira_LSA_6000BP_noUDG      0.143
         Jordan_PPNC      0.158
Russia_Samara_EBA_Yamnaya      0.159
Cuba_CanimarAbajo_Archaic      0.171
  Czech_IA_Hallstatt      0.204
Israel_Natufian_contam      0.264
    Iraq_PPNA_contam      0.378
                  eigenvector_7_overall_      0.149256 
   China_AmurRiver_BA minv:    -0.355     Iraq_PPNA_contam maxv:     0.378
eigenvector_7_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_     0.0387895 
eigenvector_7_China_AmurRiver_EarlyN_Iraq_PPNA_   0.000912756 ***
eigenvector_7_China_AmurRiver_EarlyN_Jordan_PPNB_   0.000610359 ***
eigenvector_7_China_AmurRiver_EarlyN_Jordan_PPNB_contam_    0.00350275 
eigenvector_7_China_AmurRiver_EarlyN_Jordan_PPNC_      0.120926 
eigenvector_7_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_      0.654281 
eigenvector_7_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.847695 
eigenvector_7_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.752673 
eigenvector_7_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.375573 
    eigenvector_7_Iraq_PPNA_Jordan_PPNB_      0.546461 
eigenvector_7_Iraq_PPNA_Jordan_PPNB_contam_      0.547108 
    eigenvector_7_Iraq_PPNA_Jordan_PPNC_      0.386734 
eigenvector_7_Jordan_PPNB_Jordan_PPNB_contam_      0.718736 
  eigenvector_7_Jordan_PPNB_Jordan_PPNC_      0.115592 
eigenvector_7_Jordan_PPNB_contam_Jordan_PPNC_       0.41054 
eigenvector 8:means
China_AmurRiver_EarlyN     -0.293
  China_AmurRiver_BA     -0.277
         Jordan_PPNC     -0.202
    Iraq_PPNA_contam     -0.156
 Armenia_MasisBlur_N     -0.156
     Montenegro_MLBA     -0.127
Albania_EarlyModern_oCaucasus     -0.110
Dominican_ElSoco_Ceramic     -0.082
   Israel_Natufian_d     -0.062
Malawi_Fingira_LSA_6000BP     -0.060
        Bulgaria_EIA     -0.015
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc     -0.006
     Israel_Natufian     -0.003
       Belize_4600BP      0.000
     Bulgaria_LIA_lc      0.000
    Albania_BA_IA_lc      0.000
England_MIA_LIA_o1_lc      0.009
    Iran_GanjDareh_N      0.030
Malawi_Fingira_LSA_6000BP_noUDG      0.032
  Jordan_PPNB_contam      0.033
         Jordan_PPNB      0.041
Bahamas_SouthAndros_Ceramic      0.045
Russia_Uelen_OldBeringSea      0.045
Cuba_CanimarAbajo_Archaic      0.048
           Iraq_PPNA      0.055
England_N_Megalithic      0.056
England_BellBeaker_highEEF      0.057
Israel_MLBA_o_brother.I2200      0.058
            Turkey_N      0.062
      Jordan_PPNB_lc      0.069
Greece_Delphi_BA_Mycenaean      0.092
England_BellBeaker_highWHG      0.112
Russia_Samara_EBA_Yamnaya      0.122
Jordan_PPNC_1d.rel.I1699      0.130
  Armenia_Aknashen_N      0.159
Israel_Natufian_contam      0.220
  Czech_IA_Hallstatt      0.253
                  eigenvector_8_overall_      0.676418 
 China_AmurRiver_EarlyN minv:    -0.293   Czech_IA_Hallstatt maxv:     0.253
eigenvector_8_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_     0.0129081 
eigenvector_8_China_AmurRiver_EarlyN_Iraq_PPNA_     0.0715881 
eigenvector_8_China_AmurRiver_EarlyN_Jordan_PPNB_   0.000550349 ***
eigenvector_8_China_AmurRiver_EarlyN_Jordan_PPNB_contam_     0.0531817 
eigenvector_8_China_AmurRiver_EarlyN_Jordan_PPNC_      0.746399 
eigenvector_8_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_      0.659726 
eigenvector_8_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_       0.30008 
eigenvector_8_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.413852 
eigenvector_8_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.213444 
    eigenvector_8_Iraq_PPNA_Jordan_PPNB_      0.817022 
eigenvector_8_Iraq_PPNA_Jordan_PPNB_contam_      0.823823 
    eigenvector_8_Iraq_PPNA_Jordan_PPNC_      0.391188 
eigenvector_8_Jordan_PPNB_Jordan_PPNB_contam_      0.886375 
  eigenvector_8_Jordan_PPNB_Jordan_PPNC_     0.0825822 
eigenvector_8_Jordan_PPNB_contam_Jordan_PPNC_      0.420923 
eigenvector 9:means
England_BellBeaker_highWHG     -0.266
 Armenia_MasisBlur_N     -0.148
         Jordan_PPNC     -0.145
Israel_Natufian_contam     -0.134
England_BellBeaker_highEEF     -0.111
  Armenia_Aknashen_N     -0.097
Israel_MLBA_o_brother.I2200     -0.083
Greece_Delphi_BA_Mycenaean     -0.059
Dominican_ElSoco_Ceramic     -0.049
        Bulgaria_EIA     -0.046
Malawi_Fingira_LSA_6000BP     -0.038
   Israel_Natufian_d     -0.036
    Iran_GanjDareh_N     -0.034
  Jordan_PPNB_contam     -0.029
Cuba_CanimarAbajo_Archaic     -0.022
Russia_Uelen_OldBeringSea     -0.014
Jordan_PPNC_1d.rel.I1699     -0.008
England_MIA_LIA_o1_lc     -0.007
           Iraq_PPNA     -0.002
    Albania_BA_IA_lc     -0.000
     Bulgaria_LIA_lc     -0.000
       Belize_4600BP      0.000
            Turkey_N      0.004
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc      0.005
      Jordan_PPNB_lc      0.007
England_N_Megalithic      0.008
Bahamas_SouthAndros_Ceramic      0.018
Malawi_Fingira_LSA_6000BP_noUDG      0.020
  China_AmurRiver_BA      0.026
         Jordan_PPNB      0.027
     Israel_Natufian      0.028
  Czech_IA_Hallstatt      0.057
China_AmurRiver_EarlyN      0.062
     Montenegro_MLBA      0.160
    Iraq_PPNA_contam      0.306
Russia_Samara_EBA_Yamnaya      0.332
Albania_EarlyModern_oCaucasus      0.488
                  eigenvector_9_overall_      0.695179 
 England_BellBeaker_highWHG minv:    -0.266 Albania_EarlyModern_oCaucasus maxv:     0.488
eigenvector_9_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_     0.0431809 
eigenvector_9_China_AmurRiver_EarlyN_Iraq_PPNA_      0.249337 
eigenvector_9_China_AmurRiver_EarlyN_Jordan_PPNB_      0.798949 
eigenvector_9_China_AmurRiver_EarlyN_Jordan_PPNB_contam_      0.260329 
eigenvector_9_China_AmurRiver_EarlyN_Jordan_PPNC_      0.288591 
eigenvector_9_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_     0.0753339 
eigenvector_9_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.443528 
eigenvector_9_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.488435 
eigenvector_9_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.526551 
    eigenvector_9_Iraq_PPNA_Jordan_PPNB_      0.833176 
eigenvector_9_Iraq_PPNA_Jordan_PPNB_contam_      0.602533 
    eigenvector_9_Iraq_PPNA_Jordan_PPNC_      0.433373 
eigenvector_9_Jordan_PPNB_Jordan_PPNB_contam_       0.68829 
  eigenvector_9_Jordan_PPNB_Jordan_PPNC_       0.22031 
eigenvector_9_Jordan_PPNB_contam_Jordan_PPNC_       0.52472 
eigenvector 10:means
Israel_Natufian_contam     -0.252
   Israel_Natufian_d     -0.198
China_AmurRiver_EarlyN     -0.127
England_BellBeaker_highWHG     -0.107
Dominican_ElSoco_Ceramic     -0.097
 Armenia_MasisBlur_N     -0.083
Greece_Delphi_BA_Mycenaean     -0.083
  China_AmurRiver_BA     -0.071
           Iraq_PPNA     -0.067
Cuba_CanimarAbajo_Archaic     -0.063
  Czech_IA_Hallstatt     -0.058
        Bulgaria_EIA     -0.056
    Iran_GanjDareh_N     -0.045
England_BellBeaker_highEEF     -0.043
Bahamas_SouthAndros_Ceramic     -0.033
Jordan_PPNC_1d.rel.I1699     -0.032
England_N_Megalithic     -0.031
     Israel_Natufian     -0.007
  Jordan_PPNB_contam     -0.007
Russia_Samara_EBA_Yamnaya     -0.004
England_MIA_LIA_o1_lc     -0.003
Israel_MLBA_o_brother.I2200     -0.003
    Albania_BA_IA_lc     -0.000
       Belize_4600BP      0.000
     Bulgaria_LIA_lc      0.000
            Turkey_N      0.001
Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc      0.003
      Jordan_PPNB_lc      0.009
    Iraq_PPNA_contam      0.016
  Armenia_Aknashen_N      0.025
     Montenegro_MLBA      0.040
         Jordan_PPNC      0.042
Russia_Uelen_OldBeringSea      0.047
Malawi_Fingira_LSA_6000BP      0.052
Albania_EarlyModern_oCaucasus      0.082
Malawi_Fingira_LSA_6000BP_noUDG      0.104
         Jordan_PPNB      0.190
                 eigenvector_10_overall_      0.994841 
 Israel_Natufian_contam minv:    -0.252          Jordan_PPNB maxv:     0.190
eigenvector_10_China_AmurRiver_EarlyN_Greece_Delphi_BA_Mycenaean_      0.649529 
eigenvector_10_China_AmurRiver_EarlyN_Iraq_PPNA_      0.450067 
eigenvector_10_China_AmurRiver_EarlyN_Jordan_PPNB_      0.167975 
eigenvector_10_China_AmurRiver_EarlyN_Jordan_PPNB_contam_      0.060666 
eigenvector_10_China_AmurRiver_EarlyN_Jordan_PPNC_     0.0239125 
eigenvector_10_Greece_Delphi_BA_Mycenaean_Iraq_PPNA_      0.879585 
eigenvector_10_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_      0.147045 
eigenvector_10_Greece_Delphi_BA_Mycenaean_Jordan_PPNB_contam_      0.441928 
eigenvector_10_Greece_Delphi_BA_Mycenaean_Jordan_PPNC_      0.154378 
   eigenvector_10_Iraq_PPNA_Jordan_PPNB_      0.254107 
eigenvector_10_Iraq_PPNA_Jordan_PPNB_contam_      0.437403 
   eigenvector_10_Iraq_PPNA_Jordan_PPNC_      0.150395 
eigenvector_10_Jordan_PPNB_Jordan_PPNB_contam_      0.370064 
 eigenvector_10_Jordan_PPNB_Jordan_PPNC_      0.398507 
eigenvector_10_Jordan_PPNB_contam_Jordan_PPNC_      0.297526 

## Statistical significance of differences beween populations:
                                pop1                  pop2      chisq          p-value   |pop1|   |pop2|
popdifference:  China_AmurRiver_EarlyN    China_AmurRiver_BA         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN      Albania_BA_IA_lc         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Albania_EarlyModern_oCaucasus         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN    Armenia_Aknashen_N         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN   Armenia_MasisBlur_N         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Bahamas_SouthAndros_Ceramic         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN         Belize_4600BP         0.000             1       2       0
popdifference:  China_AmurRiver_EarlyN          Bulgaria_EIA         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN       Bulgaria_LIA_lc         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Cuba_CanimarAbajo_Archaic         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN    Czech_IA_Hallstatt         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Dominican_ElSoco_Ceramic         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  England_BellBeaker_highEEF         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  England_BellBeaker_highWHG         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  England_MIA_LIA_o1_lc         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  England_N_Megalithic         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Greece_Delphi_BA_Mycenaean        54.526   3.87205e-08       2       3
popdifference:  China_AmurRiver_EarlyN      Iran_GanjDareh_N         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN             Iraq_PPNA        67.173   1.55295e-10       2       2
popdifference:  China_AmurRiver_EarlyN      Iraq_PPNA_contam         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Israel_MLBA_o_brother.I2200         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN     Israel_Natufian_d         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN       Israel_Natufian         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Israel_Natufian_contam         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN           Jordan_PPNB        60.539   2.86535e-09       2       7
popdifference:  China_AmurRiver_EarlyN    Jordan_PPNB_contam        77.638   1.45506e-12       2       2
popdifference:  China_AmurRiver_EarlyN        Jordan_PPNB_lc         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN           Jordan_PPNC        40.614   1.32037e-05       2       3
popdifference:  China_AmurRiver_EarlyN  Jordan_PPNC_1d.rel.I1699         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Malawi_Fingira_LSA_6000BP         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN       Montenegro_MLBA         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Russia_Samara_EBA_Yamnaya         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN  Russia_Uelen_OldBeringSea         0.000             1       2       1
popdifference:  China_AmurRiver_EarlyN              Turkey_N         0.000             1       2       1
popdifference:    China_AmurRiver_BA      Albania_BA_IA_lc         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Albania_EarlyModern_oCaucasus         0.000             1       1       1
popdifference:    China_AmurRiver_BA    Armenia_Aknashen_N         0.000             1       1       1
popdifference:    China_AmurRiver_BA   Armenia_MasisBlur_N         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Bahamas_SouthAndros_Ceramic         0.000             1       1       1
popdifference:    China_AmurRiver_BA         Belize_4600BP         0.000             1       1       0
popdifference:    China_AmurRiver_BA          Bulgaria_EIA         0.000             1       1       1
popdifference:    China_AmurRiver_BA       Bulgaria_LIA_lc         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:    China_AmurRiver_BA    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:    China_AmurRiver_BA  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:    China_AmurRiver_BA  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:    China_AmurRiver_BA  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:    China_AmurRiver_BA  England_N_Megalithic         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:    China_AmurRiver_BA      Iran_GanjDareh_N         0.000             1       1       1
popdifference:    China_AmurRiver_BA             Iraq_PPNA         0.000             1       1       2
popdifference:    China_AmurRiver_BA      Iraq_PPNA_contam         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:    China_AmurRiver_BA     Israel_Natufian_d         0.000             1       1       1
popdifference:    China_AmurRiver_BA       Israel_Natufian         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Israel_Natufian_contam         0.000             1       1       1
popdifference:    China_AmurRiver_BA           Jordan_PPNB         0.000             1       1       7
popdifference:    China_AmurRiver_BA    Jordan_PPNB_contam         0.000             1       1       2
popdifference:    China_AmurRiver_BA        Jordan_PPNB_lc         0.000             1       1       1
popdifference:    China_AmurRiver_BA           Jordan_PPNC         0.000             1       1       3
popdifference:    China_AmurRiver_BA  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:    China_AmurRiver_BA       Montenegro_MLBA         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:    China_AmurRiver_BA  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:    China_AmurRiver_BA              Turkey_N         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Albania_EarlyModern_oCaucasus         0.000             1       1       1
popdifference:      Albania_BA_IA_lc    Armenia_Aknashen_N         0.000             1       1       1
popdifference:      Albania_BA_IA_lc   Armenia_MasisBlur_N         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Bahamas_SouthAndros_Ceramic         0.000             1       1       1
popdifference:      Albania_BA_IA_lc         Belize_4600BP         0.000             1       1       0
popdifference:      Albania_BA_IA_lc          Bulgaria_EIA         0.000             1       1       1
popdifference:      Albania_BA_IA_lc       Bulgaria_LIA_lc         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:      Albania_BA_IA_lc    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  England_N_Megalithic         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:      Albania_BA_IA_lc      Iran_GanjDareh_N         0.000             1       1       1
popdifference:      Albania_BA_IA_lc             Iraq_PPNA         0.000             1       1       2
popdifference:      Albania_BA_IA_lc      Iraq_PPNA_contam         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Israel_MLBA_o_brother.I2200         0.000             1       1       1
popdifference:      Albania_BA_IA_lc     Israel_Natufian_d         0.000             1       1       1
popdifference:      Albania_BA_IA_lc       Israel_Natufian         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Israel_Natufian_contam         0.000             1       1       1
popdifference:      Albania_BA_IA_lc           Jordan_PPNB         0.000             1       1       7
popdifference:      Albania_BA_IA_lc    Jordan_PPNB_contam         0.000             1       1       2
popdifference:      Albania_BA_IA_lc        Jordan_PPNB_lc         0.000             1       1       1
popdifference:      Albania_BA_IA_lc           Jordan_PPNC         0.000             1       1       3
popdifference:      Albania_BA_IA_lc  Jordan_PPNC_1d.rel.I1699         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Malawi_Fingira_LSA_6000BP         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Malawi_Fingira_LSA_6000BP_noUDG         0.000             1       1       1
popdifference:      Albania_BA_IA_lc       Montenegro_MLBA         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Russia_Samara_EBA_Yamnaya         0.000             1       1       1
popdifference:      Albania_BA_IA_lc  Russia_Uelen_OldBeringSea         0.000             1       1       1
popdifference:      Albania_BA_IA_lc              Turkey_N         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus    Armenia_Aknashen_N         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus   Armenia_MasisBlur_N         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Bahamas_SouthAndros_Ceramic         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus         Belize_4600BP         0.000             1       1       0
popdifference:  Albania_EarlyModern_oCaucasus          Bulgaria_EIA         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus       Bulgaria_LIA_lc         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Cuba_CanimarAbajo_Archaic         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus    Czech_IA_Hallstatt         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Dominican_ElSoco_Ceramic         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  England_BellBeaker_highEEF         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  England_BellBeaker_highWHG         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  England_MIA_LIA_o1_lc         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  England_N_Megalithic         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Germany_BellBeaker_1.or.2d.rel.of_I3588_and_I3599_contam_lc         0.000             1       1       1
popdifference:  Albania_EarlyModern_oCaucasus  Greece_Delphi_BA_Mycenaean         0.000             1       1       3
popdifference:  Albania_EarlyModern_oCaucasus      Iran_GanjDareh_N         0.000             1       1       1
